"Director_Name","Director_Gender"
"Clemens Kuby","M"
"Luke Brady","Unknown"
"B.C. Jones","Unknown"
"Joe Rosen","Unknown"
"Augusto Sevá","Unknown"
"Izabel Jaguaribe","Unknown"
"So Joon-moon","Unknown"
"Guido Tölke","Unknown"
"Ted McCagg","Unknown"
"Samuel Dawe","Unknown"
"Hanna Schygulla","F"
"Carter Ferguson","M"
"Mark Magro","Unknown"
"Paschoal Samora","Unknown"
"Hardi Volmer","Unknown"
"Matteo Oleotto","Unknown"
"Gillian Fritzsche","Unknown"
"Jeff Blankenship","Unknown"
"Italo Pacchioni","Unknown"
"Alfred Moul","Unknown"
"Sage Hall","Unknown"
"Andrew Alonso","Unknown"
"Anil Krishnan","Unknown"
"Derrick Hausen","Unknown"
"Josh Mills","Unknown"
"Richard Parkin","M"
"Eric Kolelas","M"
"Jerry Ching","Unknown"
"David Raymond","Unknown"
"Daniel Kuhlman","Unknown"
"Bruce Green","Unknown"
"Jared Bratt","Unknown"
"Daan Veldhuizen","Unknown"
"Toby Spanton","Unknown"
"Gina Gambill","Unknown"
"Ivan Krasny","Unknown"
"Fructuós Gelabert","Unknown"
"Daniel Lawrence Bruce","Unknown"
"Josef Sváb-Malostranský","Unknown"
"Kris Wilson","Unknown"
"Kris Roselli","Unknown"
"Justin Burquist","M"
"Margot Schaap","Unknown"
"Roman Ilyushenko","Unknown"
"Michelle Pollino","Unknown"
"Nova van Dijk","Unknown"
"Arthur Cheetham","Unknown"
"Stefano Benni","Unknown"
"Eugenio Py","Unknown"
"Branko Pleša","Unknown"
"Josh Litman","Unknown"
"Acim Vasic","Unknown"
"Cary Hill","Unknown"
"Bruce McFarlane","M"
"Rickard Petrelius","M"
"António da Silva","Unknown"
"Jayce Salloum","Unknown"
"Alberto Evangelio","Unknown"
"Douglas King","Unknown"
"Marinus Groothof","Unknown"
"Kelly Curtis","F"
"Léonie de Boer","Unknown"
"Flávio Pires","Unknown"
"Phil Drinkwater","Unknown"
"João Meirinhos","Unknown"
"Dale Windle","Unknown"
"Steve Rainbow","Unknown"
"Arne Philip Fraas","Unknown"
"Einar Sissener","M"
"David Wall","M"
"Pierre Monnard","Unknown"
"Joseph Mehri","M"
"Bryan Moses","Unknown"
"Tim Carroll","M"
"John Farrell","M"
"Hugh David","Unknown"
"Harry Arends","Unknown"
"Adam Krause","Unknown"
"William Friedberg","Unknown"
"J.W. Myers","Unknown"
"Chris Berkenkamp","Unknown"
"P. Rameesh","Unknown"
"Aaron Scheibner","Unknown"
"Bojan Vuk Kosovčević","Unknown"
"Christer Lindström","Unknown"
"Kosta Đorđević","Unknown"
"Richard Turner","M"
"Hernán Jiménez","M"
"Sean Paul Lockhart","M"
"Myroslav Slaboshpytskyi","M"
"Ray William Johnson","Unknown"
"Richard Häussler","Unknown"
"Guillaume Sylvestre","Unknown"
"Raj Purohit","Unknown"
"Peter Scott","Unknown"
"Dan Mudford","Unknown"
"Édouard Logereau","Unknown"
"Moshe Zimerman","Unknown"
"Jon Christian Møller","Unknown"
"Gregorio Graziosi","Unknown"
"Marcos Magalhães","Unknown"
"Olivier Zuchuat","Unknown"
"Michelle Fridley","Unknown"
"Whitney Ransick","Unknown"
"Ling Shang","Unknown"
"Yeong-cheol Choi","Unknown"
"Janaki Manaki","Unknown"
"Eros Djarot","Unknown"
"Trinadha Rao Nakkina","Unknown"
"Y. Jitender","Unknown"
"KarthiKkeya","Unknown"
"Fei-chien Wu","Unknown"
"Trevor Juenger","Unknown"
"Nasron Panuangkasiri","Unknown"
"Surbsak Chalongtham","Unknown"
"Phongsakon Chubua","Unknown"
"Clarence Elder","Unknown"
"Chana Chai","Unknown"
"Håvard Bustnes","Unknown"
"Chadchawal Wisawabumrungchai","Unknown"
"Naphatr Praisingoen","Unknown"
"Nati Panmanee","Unknown"
"Nitivat Cholvanichsiri","Unknown"
"Nawaphol Manukan","Unknown"
"Adam Hopkins","Unknown"
"Mum Jokmok","Unknown"
"Bryon Meyers","Unknown"
"Federico García Hurtado","Unknown"
"Akarapol Akarasaranee","Unknown"
"Harry Hughes","Unknown"
"Nicholas Kleczewski","Unknown"
"B.J. Alexander","Unknown"
"Aidan Synnott","Unknown"
"Siu-Di Wang","Unknown"
"David L. Lewis","Unknown"
"Euripides Ramos","Unknown"
"Shoko Kimura","Unknown"
"Ricardo del Conde","Unknown"
"Luiz Otavio de Santi","Unknown"
"Philippe Agostini","M"
"Emilano Cribari","Unknown"
"Àlex Julià","Unknown"
"Ary Fernandes","Unknown"
"Pino Amenta","Unknown"
"Gwok Ching-Kong","Unknown"
"Michael Cumming","Unknown"
"Cheung Sam","Unknown"
"Jean Denizot","Unknown"
"Ole Olsen","Unknown"
"Gerald Tripp","Unknown"
"Dan Poole","Unknown"
"Go Bo-Shu","Unknown"
"Paco Vazquez","Unknown"
"Alfonso Andrés Ayarza","Unknown"
"Iván Campillo","Unknown"
"Mario DiLeo","M"
"Shakeel Noorani","Unknown"
"Zarxrax","Unknown"
"Guilherme Azevedo","Unknown"
"Geraldo Vietri","Unknown"
"Francisco de Paula","Unknown"
"Jung Yoon-suk","M"
"Cuipiranga","Unknown"
"Ping Lumpraploeng","M"
"Kevin Meul","Unknown"
"Nati Phunmanee","Unknown"
"Seree Phongnithi","Unknown"
"Jonathan West","Unknown"
"Marcos Felipe","Unknown"
"Jagdish Sidana","Unknown"
"Dustin Ferguson","Unknown"
"Michael Theodore","Unknown"
"Ricky Fosheim","Unknown"
"Fred Arne Wergeland","Unknown"
"Toyin Agbetu","Unknown"
"Frédérick Tremblay","Unknown"
"Verona Spence","Unknown"
"Courtney Sandifer","Unknown"
"Masaya Nakamura","Unknown"
"Satoshi Taguchi","Unknown"
"Yelena Popovic","Unknown"
"Abdallah Badis","Unknown"
"Steen Agro","Unknown"
"Kentarô Masuda","Unknown"
"Georges Monca","Unknown"
"Vic Morrow","M"
"Shigetaka Kawai","Unknown"
"Fukujirô Yamazaki","Unknown"
"Shunkai Mizuho","Unknown"
"Eduard Schnedler-Sørensen","Unknown"
"Kaizou Akiyama","Unknown"
"Kin'ya Ogawa","Unknown"
"Yûji Ôno","Unknown"
"Yûsuke Watanabe","Unknown"
"Duncan Cunningham","Unknown"
"Norifumi Yamazaki","Unknown"
"Hiroshi Naitô","Unknown"
"Giichi Nishihara","Unknown"
"Susumu Okano","Unknown"
"Ernst Munkeboe","Unknown"
"Takashi Yamada","Unknown"
"Yûsei Takeda","Unknown"
"Takashi Chiba","Unknown"
"Mario Gallo","Unknown"
"Kinnosuke Fukada","Unknown"
"Bunta Matsui","Unknown"
"Sôjirô Motoki","M"
"Kazuo Kuramoto","Unknown"
"Yûzô Fuji","Unknown"
"Isao Saitô","Unknown"
"Mikiko Yamane","Unknown"
"Seiji Kai","Unknown"
"Fumihiro Itô","Unknown"
"Tomislav Mršić","M"
"Henri Andréani","Unknown"
"Kaoru Umezawa","Unknown"
"Tamizô Shibuya","Unknown"
"Saburô Kazama","Unknown"
"Takeo Takagi","Unknown"
"Gorô Same","Unknown"
"Puttanna Kanagal","Unknown"
"Takashi Shiga","Unknown"
"Tatsuo Asano","Unknown"
"Tso Kea","M"
"Murray Rosenberg","Unknown"
"Omar Robert Hamilton","Unknown"
"Kristina Grozeva","Unknown"
"William Humphrey","Unknown"
"Simone Saibene","Unknown"
"Johan Ankerstjerne","Unknown"
"P. Dalgaard","Unknown"
"Maša Zia Lenárdič","Unknown"
"Anker Kirkeby","Unknown"
"Felipe Lacerda","M"
"Sophus Wangøe","Unknown"
"Geneton Moraes Neto","Unknown"
"Cihan Inan","Unknown"
"Chris Gunnerman","Unknown"
"Euclydes Marinho","Unknown"
"Anne Imbert","Unknown"
"Dominique Gonzales-Foerster","Unknown"
"Robert Van der Coolwijk","Unknown"
"Graham Rose","Unknown"
"Alex Puccio","Unknown"
"Nick Narciso","Unknown"
"Zhao Xiao Tong","Unknown"
"Kuk Kok-Leung","Unknown"
"Luke Massey","Unknown"
"Thanos Tsavlis","Unknown"
"Marco Wilms","Unknown"
"Shigeru Aoyama","Unknown"
"Ichirô Kyôdô","Unknown"
"Jirô Tsurumaki","Unknown"
"Akitaka Kimata","M"
"Karl Mantzius","Unknown"
"Floyd France","Unknown"
"Taizô Nanbu","Unknown"
"Takanori Onishi","Unknown"
"Yoshikô Murakami","Unknown"
"Kensuke Sawa","Unknown"
"Lau Lauritzen","Unknown"
"Osamu Yamashita","Unknown"
"Yoshi Tobita","Unknown"
"Manish Sharma","Unknown"
"Hitoshi Kataoka","Unknown"
"Takae Shindo","Unknown"
"Frederick A. Thomson","Unknown"
"Leo Nishimura","Unknown"
"Katsuhito Mukoyama","Unknown"
"Hideo Sekigawa","Unknown"
"Hirokiyo Hayasaka","Unknown"
"Dado C. Lumibao","Unknown"
"William Strohbach","M"
"Mario Benenati","Unknown"
"Tomáš Houška","Unknown"
"Fritz Magnussen","Unknown"
"Pat Shields","Unknown"
"Nye Heron","Unknown"
"Bill Bryden","M"
"Evelyn Cherry","Unknown"
"Patrick Marber","M"
"Tony Coe","Unknown"
"Gunilla Bresky","Unknown"
"Richard Lund","M"
"Tatiana Lohmann","Unknown"
"Nancy Florence Savard","Unknown"
"Eryk Rocha","Unknown"
"Martinius Nielsen","Unknown"
"Bruno Bartoletti","M"
"Carey McKenzie","Unknown"
"Max Igan","Unknown"
"Sam George","Unknown"
"Trevor White","Unknown"
"Matthew Gratzner","Unknown"
"Ryou Hagiwara","Unknown"
"Tsuguo Ise","Unknown"
"Tadanori Hashimoto","Unknown"
"Max Stafford-Clark","Unknown"
"Shintarô Kishi","Unknown"
"Don Caron","M"
"Lindsay Posner","Unknown"
"Jack Robertson","Unknown"
"Louis Chaudet","M"
"A.V. Bramble","Unknown"
"Shun Akiyama","Unknown"
"Akira Okazaki","Unknown"
"Yuji Arai","M"
"Michihiko Obimori","Unknown"
"Horace Woodard","Unknown"
"Shaun Hughes","Unknown"
"Arthur J. Ornitz","M"
"Gen Sasaki","M"
"Gayne Whitman","Unknown"
"Maurice Angenois","Unknown"
"Jon Scoffield","Unknown"
"Lawrence Carra","Unknown"
"Franklin Melton","Unknown"
"Alan Horrox","M"
"David Ma","Unknown"
"Hal Yates","M"
"Margarita Alexandre","F"
"Madis Ojamaa","Unknown"
"Abel Folk","Unknown"
"Don Brodie","Unknown"
"David França Mendes","Unknown"
"Michael Haboush","Unknown"
"Basil Smith","Unknown"
"Tim Tsiklauri","Unknown"
"Joanna Arnow","F"
"Mery Holguín","Unknown"
"Febian Nurrahman Saktinegara","Unknown"
"Andrea Muzzi","Unknown"
"Wataru Nakagawa","Unknown"
"Lars Erik Steffensen","Unknown"
"Shin Takakuwa","Unknown"
"Jiro Karasawa","Unknown"
"Saburo Endo","Unknown"
"Sachi Hamano","Unknown"
"Jirô Koganei","Unknown"
"Akihiko Yamaki","Unknown"
"Shirô Kanazawa","Unknown"
"Roger Lion","Unknown"
"Akifumi Kageyama","Unknown"
"Keiichi Ozawa","Unknown"
"Jesse Griffith","Unknown"
"William J. Oliver","Unknown"
"Kazunari Takeda","Unknown"
"Takeshi Wakabayashi","Unknown"
"Ernesto Giménez Caballero","Unknown"
"Tadahiko Isomi","Unknown"
"Tadashi Yoyogi","M"
"Tony Lam","Unknown"
"Tadashi Sasaki","Unknown"
"Mike Leonard","Unknown"
"YOSHIKAWA Kazuyoshi","Unknown"
"Andrew Gilbert","Unknown"
"Jim Townsend","Unknown"
"Aitor Merino","Unknown"
"Robert Uncles","Unknown"
"Lida Chan","Unknown"
"Juan Barrero","Unknown"
"Maria Ruotsala","Unknown"
"Michael Goldberg","M"
"Alain LeTourneau","Unknown"
"Boris Svetlov","Unknown"
"Diane Obomsawin","F"
"Dominic-Étienne Simard","Unknown"
"J. Soares","Unknown"
"George Dewhurst","M"
"Romain Gary","Unknown"
"Izabela Plucinska","Unknown"
"Thanit Jitnukool","Unknown"
"Gabriel García Moreno","Unknown"
"George Bakes","Unknown"
"Sid Marcus","M"
"Art Bartsch","Unknown"
"Howard Post","Unknown"
"John Robinson Irwin","Unknown"
"Michael Sergio","Unknown"
"Tunç Okan","Unknown"
"Irv Spector","M"
"Perch Sarkisyan","Unknown"
"Guy Fergusson","Unknown"
"Michael Gwisdek","M"
"Alain Ughetto","Unknown"
"Jaroslav Balík","Unknown"
"Bjørn Breigutu","Unknown"
"Tomoomi Yoda","Unknown"
"Shinmei Shirai","Unknown"
"Ryan Lonergan","Unknown"
"Walter de Hoog","Unknown"
"Tony Glazer","Unknown"
"Takashi Nagumo","Unknown"
"Digvijay Singh","Unknown"
"Daniel Sousa","Unknown"
"Lauren MacMullan","Unknown"
"Yoshifumi Iwasaki","Unknown"
"Asao Kuwayama","Unknown"
"Mark Donne","Unknown"
"Igaal Niddam","Unknown"
"P. Sukumar","Unknown"
"Laurence Jacobs","Unknown"
"Hans Jürgen Pohland","M"
"Kai Barry","Unknown"
"Herb Skoble","Unknown"
"Martin Taras","Unknown"
"Phanumad Disattha","Unknown"
"Demetrios Poulos","Unknown"
"Suresh Unnithan","Unknown"
"Anoop Ramesh","Unknown"
"John Sarsfield","Unknown"
"Laurent Witz","Unknown"
"Gert Westphal","Unknown"
"Kun Chang","Unknown"
"Ruj Ronapop","Unknown"
"Dani Zarandieta","Unknown"
"Karl-Heinz Käfer","Unknown"
"Gilles Balbastre","Unknown"
"Norbert Pfaffenbichler","Unknown"
"Andrzej Orzechowski","Unknown"
"Ed Schehl","Unknown"
"James Russell","Unknown"
"Jason M. Koch","Unknown"
"Britt Napier","Unknown"
"Ciro Ceruti","M"
"Matteo Pellegrini","Unknown"
"Amilcar Oliveira","Unknown"
"Humberto Avelar","Unknown"
"Miguel Ángel García Morales","Unknown"
"Lee Drysdale","Unknown"
"Anna SanMartí","Unknown"
"Branko Ivanovski Gapo","Unknown"
"Julien Samani","Unknown"
"Paweł Czarzasty","Unknown"
"Aco Petrovski","Unknown"
"José Carlos Barbosa","Unknown"
"Trajče Popov","Unknown"
"António Moura Mattos","Unknown"
"Martin Touhey","Unknown"
"Brigita Eglite","Unknown"
"Peter Du Cane","Unknown"
"Thomas Koerfer","M"
"Marco Simon Puccioni","Unknown"
"Franchot Tone","M"
"Ully Fleischer","M"
"Lucian Muntean","Unknown"
"Dada Kondke","Unknown"
"Bradley Jackson","Unknown"
"Austin Chapman","Unknown"
"Vasilis Raisis","Unknown"
"George Markakis","Unknown"
"Tonia Mishiali","Unknown"
"Minoru Inao","M"
"Bruce Herschensohn","Unknown"
"Michael De Avila","Unknown"
"Bhanu Yukol","Unknown"
"Yutaka Sō","Unknown"
"Yuuji Makiguchi","Unknown"
"Nicolás Amelio-Ortiz","Unknown"
"James R. Buick","Unknown"
"Richard Farr","Unknown"
"José Luis López González","Unknown"
"S. Narayan","Unknown"
"J.J. Winlove","Unknown"
"Marc-Olivier Louveau","Unknown"
"Dhorairaj Bhagavan","Unknown"
"Hunsur Krishnamurthy","Unknown"
"Tim Rauch","Unknown"
"Rafael Cortés","Unknown"
"Tania Lamarca","Unknown"
"David Kyle","Unknown"
"Sérgio Gagliardi","Unknown"
"Oswaldo Montenegro","Unknown"
"Paula Fiuza","Unknown"
"Marcela Lordy","Unknown"
"Håkan Bergström","Unknown"
"Carlos Imperial","M"
"Martin Beek","Unknown"
"David J. Skal","Unknown"
"Pieak Poster","M"
"Alessandro Riconda","Unknown"
"Edward Ruscha","M"
"Gary Seghers","Unknown"
"Linda Ohama","Unknown"
"Barnabás Tóth","Unknown"
"Cristóbal Vila","Unknown"
"Oliver Storz","M"
"Julian Nott","Unknown"
"Mykola Shpykovsky","M"
"Lajos Lázár","Unknown"
"Aldo De Benedetti","Unknown"
"Brandon Polanco","Unknown"
"Aleksandr Solovyov","Unknown"
"Grigori Gritscher-Tscherikower","Unknown"
"Mikayil Mikayilov","Unknown"
"Władysław Sikora","Unknown"
"İsmail Eren","Unknown"
"Charles Haine","Unknown"
"Graham Gall","Unknown"
"Brian O'Toole","Unknown"
"Park Hong-soo","Unknown"
"Eric Werthman","Unknown"
"Gerard Healy","Unknown"
"Hans Rodionoff","M"
"Waldir Kopesky","Unknown"
"Anna Luif","Unknown"
"Sonia Liza Kenterman","Unknown"
"Christine McHugh","Unknown"
"Hidekuni Shida","Unknown"
"Jason Figgis","Unknown"
"Adam Winston","Unknown"
"Carol Lynn","Unknown"
"Sachin Bajaj","Unknown"
"Raj Chakraborty","Unknown"
"Rattana Pestonji","Unknown"
"Suphi Tekniker","Unknown"
"Cherd Songsri","Unknown"
"Douglas Sutherland","Unknown"
"Carla MacKinnon","Unknown"
"Brian Salt","Unknown"
"Pham Rangsee","Unknown"
"Christos Houliaras","Unknown"
"Samuel Goldwyn Jr.","Unknown"
"Rodolfo Zamora","Unknown"
"Max Reichel","Unknown"
"Eino Mäkinen","Unknown"
"Dmitry Babichenko","Unknown"
"Jung Yeon-Sik","Unknown"
"Um Tae-hwa","M"
"Nicholas Berger","Unknown"
"Marco Altberg","Unknown"
"Luiz Alberto Pereira","Unknown"
"Torsten Künstler","M"
"Hans Teeuwen","Unknown"
"Sofia Norlin","Unknown"
"Horace Shepherd","Unknown"
"Dwinell Grant","Unknown"
"Volney White","Unknown"
"Terence Bulley","Unknown"
"John Brian King","M"
"Kevin L. West","Unknown"
"Dimitrios Lukas","Unknown"
"Natalia Mikhaylova","Unknown"
"Stéphane Ambiel","Unknown"
"Greg Hall","Unknown"
"A.D. Barker","Unknown"
"Anthony Bueno","Unknown"
"Christopher Young","M"
"Francis Lee","Unknown"
"Alfred Maurstad","Unknown"
"Alec Geiss","Unknown"
"Lou Lilly","Unknown"
"Ariel Kleiman","Unknown"
"Shandii Bacolod","Unknown"
"Jacy Campos","Unknown"
"Denis McArdle","Unknown"
"Jake Boritt","Unknown"
"Jiyoung Lee","Unknown"
"Jerzy Zalewski","M"
"George B. Seitz Jr.","Unknown"
"Vyacheslav Nikiforov","M"
"Dale Heslip","Unknown"
"Mariusz Pujszo","Unknown"
"Doron Max Hagay","Unknown"
"Vítor Gonçalves","Unknown"
"Bartosz Brzeskot","Unknown"
"Deon Meyer","Unknown"
"Alek Gearhart","Unknown"
"Jorge Delano","Unknown"
"Deepan Chakravarthy","Unknown"
"Leslie M. Roush","Unknown"
"David W. Edwards","Unknown"
"Paul Fennell","Unknown"
"Stuart Legg","Unknown"
"Charles Hasse","Unknown"
"Guillaume Vincent","Unknown"
"Rey Scott","Unknown"
"David Hartman","Unknown"
"Jan Diederen","Unknown"
"Patricio Kaulen","Unknown"
"Herbert Polesie","Unknown"
"Raymond Spottiswoode","Unknown"
"Eugeniusz Cekalski","Unknown"
"Chin-lai Sung","Unknown"
"Khir Rahman","Unknown"
"Chiang Sheng","Unknown"
"Nathan Pope","Unknown"
"Colm O'Laoghaire","Unknown"
"Sara Kathryn Arledge","Unknown"
"Chirstoph Kirchner","Unknown"
"Jon Doyle","M"
"Albert Dubout","Unknown"
"Joan Craft","Unknown"
"Grigori Lomidze","Unknown"
"Adolphe Sylvain","Unknown"
"Holger Harrivirta","Unknown"
"Joseph Vogel","Unknown"
"Jean Mitry","Unknown"
"Michael Orrom","Unknown"
"Winifred Holmes","Unknown"
"Daniel Ferguson","Unknown"
"Larry Parr","Unknown"
"Pavel Abrahám","Unknown"
"Roger Earl","Unknown"
"Preston Blair","Unknown"
"Kalle Max Hofmann","Unknown"
"Peter Gill","Unknown"
"Neal Edelstein","Unknown"
"Vitalij Pravdivtse","Unknown"
"Jono Oliver","M"
"Burkhard von Harder","Unknown"
"Georgina Chapman","F"
"Ken Mundie","Unknown"
"Kiki Álvarez","Unknown"
"Don Askarian","Unknown"
"Michael Kinney","Unknown"
"Andrew J. Morgan","Unknown"
"Dato' Yusof Haslam","Unknown"
"Joseph Gal-Ezer","Unknown"
"Nikos Grammatikos","Unknown"
"Michelle Chong","Unknown"
"Tarun Pancholia","Unknown"
"Aniëlle Webster","Unknown"
"Jenneke Boeijink","Unknown"
"Maurice Trouwborst","Unknown"
"Tami Ravid","Unknown"
"Mirjam de With","Unknown"
"Eché Janga","Unknown"
"Ivan Barbosa","Unknown"
"Hay Plumb","M"
"Markus Blunder","Unknown"
"Bert Angeles","Unknown"
"Annalet Steenkamp","Unknown"
"Ramon Giger","Unknown"
"Atisso Medessou","Unknown"
"Karen Stokkendal Poulsen","Unknown"
"Friedrich Hollaender","M"
"Florian Richter","Unknown"
"Amin Azam","Unknown"
"Jeremy London","M"
"Paul Blackthorne","M"
"Gabe Sapolsky","Unknown"
"Michael DeCarlo","Unknown"
"Wanweaw Hongvivatana","Unknown"
"S.R. Puttana Kanagal","Unknown"
"James Rogan","Unknown"
"Daniel Bird","Unknown"
"Miguel Coyula","Unknown"
"Jennifer Gibney","Unknown"
"Jarrell Crump","Unknown"
"Denoy de Oliveira","M"
"Maria Ribeiro","F"
"Damien Chemin","Unknown"
"Jacques Weber","M"
"Joseph Soiffer","Unknown"
"Donald Reiker","Unknown"
"Nikoleta Leousi","Unknown"
"Andrei Gruzsniczki","Unknown"
"Jian Cui","Unknown"
"Marc Turtletaub","M"
"Madeline Ivalu","Unknown"
"Hermano Penna","Unknown"
"Paloma Aguilera Valdebenito","Unknown"
"Rolf van Eijk","Unknown"
"Tomas Kaan","Unknown"
"Stéphane Malterre","Unknown"
"Joeri Holsheimer","Unknown"
"Stepaschka","Unknown"
"Lyman H. Howe","Unknown"
"Frédéric Bajou","Unknown"
"Surapong Pinijkhar","Unknown"
"Gen Yamakawa","Unknown"
"A. James Gee","Unknown"
"Hiba Vink","Unknown"
"Camilla Paula Andersen","Unknown"
"Holger Rasmussen","Unknown"
"Sara Verweij","Unknown"
"Mannin de Wildt","Unknown"
"Pipilotti Rist","Unknown"
"James E. Tooley","Unknown"
"Hansje Ran","Unknown"
"Anna Frances Ewert","Unknown"
"Liubov Lvova","Unknown"
"Azharr Rudin","Unknown"
"Massimo Martella","Unknown"
"Roy Dames","Unknown"
"Gábor Rácz","Unknown"
"Fritz Schulz","M"
"Luciano Ricci","Unknown"
"Nathan Clarke","Unknown"
"Udom Udomroj","Unknown"
"Ann Marie Fleming","Unknown"
"Vadim Ilyenko","M"
"Arphichard Phopairoj","Unknown"
"Balder Westein","Unknown"
"Vladimir Denisenko","Unknown"
"Maarten Koopman","Unknown"
"Harry Arling","Unknown"
"Sanne Vogel","Unknown"
"Christian Schrøder","Unknown"
"Yongyuth Pinitpong","Unknown"
"Kob Chaiwat","Unknown"
"A. P. Nagarajan","Unknown"
"Rosie Perez","F"
"Albert Jan van Rees","Unknown"
"Janice Pierre","Unknown"
"Marleen Jonkman","Unknown"
"Stefano Odoardi","Unknown"
"Sergei Nolbandov","Unknown"
"Behnam Behzadi","Unknown"
"Hjalmar Davidsen","Unknown"
"Shireen Seno","Unknown"
"Norodom Sihanouk","Unknown"
"Eugeniusz Kluczniok","Unknown"
"Qian Jiajun","Unknown"
"Alf Nielsen","Unknown"
"Marc Kim","Unknown"
"Renzo Kinoshita","Unknown"
"Waldemar Szarek","Unknown"
"Steve Goldberg","Unknown"
"Akhtem Seitablayev","Unknown"
"Frédéric Tellier","M"
"Aaron Seelman","M"
"David Kent Jacobs","Unknown"
"Rostislav Sinko","Unknown"
"Alexis Neve","M"
"Emma Pedersen","Unknown"
"Stela Grisotti","Unknown"
"Tuna Espinheira","Unknown"
"Derek Burbridge","Unknown"
"Andrei Panin","M"
"Michael Gordon","M"
"Vincci Cheuk","Unknown"
"Kullachat Jitcajonwanich","Unknown"
"Frederick Wilson","M"
"V.K Pavithran","Unknown"
"Harikumar","Unknown"
"Rojin Thomas","Unknown"
"Sudipto Sen","Unknown"
"Sebastian Harrer","Unknown"
"Ilse van Velzen","F"
"Niels van Koevorden","Unknown"
"Suzanne Raes","Unknown"
"Marina Razbezhkina","F"
"Eleonora Giorgi","Unknown"
"Theo Maassen","M"
"Patrick Viktor Monroe","Unknown"
"Dennis Joseph","Unknown"
"Thulasidas","Unknown"
"Jomon","Unknown"
"Alyson Levy","Unknown"
"Davek","Unknown"
"Giulio De Santi","Unknown"
"Harrison Engle","Unknown"
"Carl Wieghorst","Unknown"
"Sanin Cherques","Unknown"
"Daphne Pinkerson","Unknown"
"Susan Everett","Unknown"
"Dean Walton","Unknown"
"Austin Ethridge","Unknown"
"Girish Karnad","M"
"Meloni Poole","Unknown"
"Peter Hoar","Unknown"
"Filippo Cipriano","Unknown"
"Talal Derki","Unknown"
"Bernard McLaverty","Unknown"
"Tim Atack","Unknown"
"Amy Neil","Unknown"
"Andrea Esteban","Unknown"
"Chris Boyle","Unknown"
"Simon Bovey","Unknown"
"Bernhard Pucher","Unknown"
"Stephanie Danielson","Unknown"
"Thomas G. Miller","Unknown"
"Uisdean Murray","Unknown"
"Chioke Nassor","Unknown"
"Alan Nathanson","Unknown"
"John Wynn","M"
"Zaza Urushadze","Unknown"
"Wade Shaw","Unknown"
"Rob DenBleyker","Unknown"
"Kyriakos Katzourakis","Unknown"
"Jonathan Brough","Unknown"
"Phasakorn","Unknown"
"Chayaporn Bunnag","Unknown"
"Anna Mantzaris","Unknown"
"Mary Jordan","Unknown"
"Sompope Vejchapipat","Unknown"
"Tommy Alexander","Unknown"
"Ody Fraga","Unknown"
"Rouven Blankenfeld","Unknown"
"Christian Marnham","Unknown"
"Sean Dunn","Unknown"
"A. Martin Zweiback","Unknown"
"Ernst Dittmer","Unknown"
"Moohyun Jang","Unknown"
"Vincent Dobbel","Unknown"
"Alfred A. Cohn","M"
"Tim Forder","Unknown"
"Paddy Russell","Unknown"
"Yuta Sukegawa","Unknown"
"Jesús Pérez","M"
"Philipp Comarella","Unknown"
"Simon Savory","M"
"Cory Taylor","Unknown"
"Russell Harlan","M"
"Chanon Somrit","Unknown"
"Jason Hoover","Unknown"
"Panitch Sodsee","Unknown"
"Daniel Reisinger","Unknown"
"Robert Dinesen","Unknown"
"Frank Cadman","Unknown"
"H. Manning Haynes","Unknown"
"Bernard Mainwaring","Unknown"
"Robert Wyler","M"
"Alessandro Rak","Unknown"
"Enrico Maria Artale","Unknown"
"Paolo Ruffini","Unknown"
"Ludwig Wolff","Unknown"
"Mel Emde","Unknown"
"Natasja Andre de la Porte","Unknown"
"Max Christensen","Unknown"
"George Anton","Unknown"
"Torsten Stegmann","Unknown"
"Omar Flores Sarabia","Unknown"
"David Kartch","Unknown"
"Greg Rom","Unknown"
"Stephen Marro","Unknown"
"Rachel Griffiths","F"
"David Mun","Unknown"
